answer,task_FEB,group_crl1_tr2_tr3,Text_A1_K2_G3,AKG,clues_per_text,traps_per_text,FNc_inst,FNRc_inst,FPRt_inst,clues_div_traps,text_length,completed_in_minutes,quiz_attempts_left,test_attempts_done,weekday,daytime,hlt_words,FNc,FPt,FPe,FNRc,FPRt,FPRe,hlt_symbols,clue_precision,clue_recall,trap_precision,trap_recall,FPR_words,FNR_words,FP_words,FN_words,clue_count,FPt_inst,groupId_or_goBefore,,clue_1,clue_2,clue_3,clue_4,clue_5,clue_6,clue_7,clue_8,clue_9,clue_10,clue_11,clue_12,clue_13,clue_14,clue_15,clue_16,trap_1,trap_2,trap_3,trap_4,trap_5,trap_6,trap_7,empty
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,5.6981,2,1,3,13,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,5.704566667,2,1,3,10,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,5.706016667,2,1,5,19,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,5.863116667,2,1,7,16,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,5.957483333,2,2,6,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,5.984483333,2,1,3,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,6.053833333,2,1,1,11,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,6.079216667,2,1,5,17,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,6.352,2,1,5,21,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,6.376566667,2,1,3,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,6.595716667,2,1,1,11,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,6.666633333,2,1,4,10,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,6.7716,2,1,4,10,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,7.010883333,2,1,1,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,7.38125,2,1,3,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,7.9575,2,1,6,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,8.097666667,2,1,1,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,8.259316667,2,1,6,11,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,8.548733333,2,2,1,22,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,9.258633333,2,1,1,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,9.752333333,2,1,6,17,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,9.8872,2,2,4,12,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,9.8881,2,1,3,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,10.20515,2,1,4,10,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,10.75053333,2,1,6,18,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,10.8094,2,1,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,12.35093333,2,1,5,17,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,2,Kitzbuel,16,3,17,1.0625,-0.333333333,5.333333333,7294,12.93065,2,1,7,18,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,Andorra,13,6,14,1.076923077,-0.166666667,2.166666667,7805,13.72165,2,1,4,10,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,16.20246667,2,1,4,11,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,3,Gastein,15,0,16,1.066666667,0,15,6796,22.4234,2,1,1,15,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,2,1,Andorra,13,6,-2,-0.153846154,0.5,2.166666667,7805,1.0711,2,1,7,18,0,0,0,0,0.060606061,1,0.007364975,0,0,0,0,0,0,1,0,0,15,3,mTdkxykoiHkunfr9t,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
0,1,2,2,Kitzbuel,16,3,4,0.25,1,5.333333333,7294,1.170183333,2,1,3,12,0,0,0,0,0.066666667,0.869565217,0.009353079,0,0,0,0,0,0,1,0,0,12,3,XTB6pukwX4Maxt2XY,,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1
1,1,2,3,Gastein,15,0,-1,-0.066666667,0,15,6796,1.655033333,2,1,3,12,0,0,0,0,0,0.428571429,0.004091653,0,0,0,0,1,0,1,0,0,16,1,kkGoxxiu6eHJENqps,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
0,1,2,1,Andorra,13,6,-2,-0.153846154,0,2.166666667,7805,1.697483333,2,1,2,17,0,0,0,0,0,0,0.011586453,0,0,0,0,0,0,1,0,0,15,0,FmkmTDFDbhoyvGFsY,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
0,1,2,2,Kitzbuel,16,3,1,0.0625,0.666666667,5.333333333,7294,1.797233333,2,1,4,9,0,0,0,0,0.060606061,0.571428571,0.003273322,0,0,0,0,0,0,1,0,0,15,2,SB5Y4BooJiRGAgbbr,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0
1,1,2,2,Kitzbuel,16,3,3,0.1875,1,5.333333333,7294,1.807416667,2,1,4,11,0,0,0,0,0,0.956521739,0.010132502,0,0,0,0,0,0,1,0,0,13,3,7ptY2hC3jcgFwE7g7,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1
0,1,2,2,Kitzbuel,16,3,2,0.125,0,5.333333333,7294,1.869483333,2,1,4,10,26,4,0,1,0,0,0.005347594,0.023584259,0.625,0.742358079,0,0,0.00081367,0.121212121,1,4,14,0,WaQGfKwCyRRhfpGvx,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1,1,2,3,Gastein,15,0,2,0.133333333,0,15,6796,1.920833333,2,1,2,13,0,0,0,0,0.366666667,0.217391304,0.009353079,0,0,0,0,1,0,1,0,0,13,3,K59v2AnKZTgw3aKoz,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1
1,1,2,3,Gastein,15,0,15,1,0,15,6796,2.020333333,1,1,3,15,21,8,0,4,1,0,0,0.019428908,0,0,0,1,0.003565062,0.228571429,4,8,0,0,mxRMgwtoajBw3LXDd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,3,Gastein,15,0,-1,-0.066666667,0,15,6796,2.073566667,2,1,1,19,0,0,0,0,0,0.428571429,0.006546645,0,0,0,0,1,0,1,0,0,16,1,6E46cX273Hy99rpja,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
0,1,2,3,Gastein,15,0,5,0.333333333,0,15,6796,2.109916667,2,1,4,10,0,0,0,0,0.2,0,0.001782531,0,0,0,0,1,0,1,0,0,10,0,qtGjNwkg8ecBdAo8n,,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1,2,1,Andorra,13,6,13,1,0,2.166666667,7805,2.113516667,2,1,3,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,tCfG3mJd4nwcaXcRm,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,3,Gastein,15,0,1,0.066666667,0,15,6796,2.126083333,2,1,3,16,0,0,0,0,0.057142857,0,0.006238859,0,0,0,0,1,0,1,0,0,14,0,mx7vF3HunFy55DHsC,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1,1,2,2,Kitzbuel,16,3,16,1,0,5.333333333,7294,2.309716667,2,1,4,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,dG9geuTTvpuHr22TL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,Kitzbuel,16,3,2,0.125,0,5.333333333,7294,2.338966667,2,1,3,18,0,0,0,0,0.114285714,0,0.003565062,0,0,0,0,0,0,1,0,0,14,0,cng54r7q6S9NZsj9C,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1,1,2,2,Kitzbuel,16,3,16,1,0,5.333333333,7294,2.404333333,2,1,3,10,39,0,3,4,1,0,0,0.034279446,0.841911765,1,0.073529412,0.465116279,0.004882018,0,6,0,0,0,Q9hW44HKJrbiBQjP9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,1,Andorra,13,6,-2,-0.153846154,0,2.166666667,7805,2.461866667,2,1,3,10,36,0,4,9,0.060606061,0.285714286,0.028641571,0.030128205,0.568306011,1,0.071038251,0.164556962,0.005355777,0,7,0,15,0,uwLYB2jmkf9h449ix,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1,1,2,2,Kitzbuel,16,3,16,1,0,5.333333333,7294,2.519883333,2,1,4,11,62,0,7,23,1,0,0,0.053887289,0.841911765,1,0.158088235,1,0.02359642,0,29,0,0,0,mdSNKBvzAYGKPqkCB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,3,Gastein,15,0,0,0,0,15,6796,2.526066667,2,1,1,20,0,0,0,0,0.060606061,0.428571429,0.001636661,0,0,0,0,1,0,1,0,0,15,1,x7JdmpsZKLwHjSa4b,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
0,1,2,1,Andorra,13,6,-1,-0.076923077,0.166666667,2.166666667,7805,2.5449,2,1,7,16,0,0,0,0,0.151515152,0.428571429,0.003273322,0,0,0,0,0,0,1,0,0,14,1,LPBdoL9EoMZrxvQn6,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
1,1,2,2,Kitzbuel,16,3,16,1,0,5.333333333,7294,2.554433333,2,1,1,9,35,4,5,2,1,0,0,0.030988619,0.713235294,0.847161572,0.117647059,0.744186047,0.004882018,0.121212121,6,4,0,0,qAXCXrpP5FBziwWes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,Kitzbuel,16,3,0,0,1,5.333333333,7294,2.6388,2,2,4,9,23,15,5,0,0.454545455,0.714285714,0,0.019882079,0.841911765,1,0.158088235,1,0.004068348,0.454545455,5,15,16,3,8n663TkRYY4J3phec,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
0,1,2,3,Gastein,15,0,2,0.133333333,0,15,6796,2.643516667,2,2,3,10,0,0,0,0,0,0.869565217,0.012470772,0,0,0,0,1,0,1,0,0,13,4,4QKD5vQbYyNTtoaSk,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,2
1,1,2,3,Gastein,15,0,-1,-0.066666667,0,15,6796,2.668566667,2,1,1,20,0,0,0,0,0,0.571428571,0.004909984,0,0,0,0,1,0,1,0,0,16,1,nQGPh44aMvK9dQtsc,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
1,1,2,3,Gastein,15,0,15,1,0,15,6796,2.677466667,2,1,3,12,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,FBxBYod3mq8hmRacE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,Andorra,13,6,-3,-0.230769231,0.166666667,2.166666667,7805,2.720166667,2,1,2,19,0,0,0,0,0.515151515,0.285714286,0.001636661,0,0,0,0,0,0,1,0,0,16,1,PAJd7ezfg7gZbZa9i,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1,1,2,2,Kitzbuel,16,3,3,0.1875,1,5.333333333,7294,2.73375,2,1,1,10,0,0,0,0,0,0.869565217,0.007794232,0,0,0,0,0,0,1,0,0,13,3,tFJAdXPXzxuQbKpen,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0
1,1,2,2,Kitzbuel,16,3,16,1,0,5.333333333,7294,2.788216667,2,1,3,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,HH6pRP38LsR5rnjBL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,1,Andorra,13,6,0,0,0.333333333,2.166666667,7805,2.816833333,2,2,4,9,0,0,0,0,0,0.217391304,0.009353079,0,0,0,0,0,0,1,0,0,13,2,BhiE2qikLRk3s3Zfq,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1
1,1,2,1,Andorra,13,6,13,1,0,2.166666667,7805,2.856783333,2,1,3,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,dr8D6ngvWCLgRmfXa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,Kitzbuel,16,3,10,0.625,0,5.333333333,7294,2.919883333,2,1,3,18,34,2,2,2,0.2,0,0,0.030851501,0.768382353,0.912663755,0.044117647,0.279069767,0.002441009,0.060606061,3,2,6,0,zRFWWiMrM6pQ7NcN5,,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,3,Gastein,15,0,1,0.066666667,0,15,6796,2.93465,2,1,3,11,33,2,0,3,0.057142857,0,0.003565062,0.028113041,0,0,0,1,0.000891266,0.057142857,1,2,14,0,NnGJapPXQwEw8gCD7,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1,1,2,3,Gastein,15,0,1,0.066666667,0,15,6796,2.968616667,2,1,3,12,17,6,0,2,0.121212121,0,0,0.015160436,0,0,0,1,0,0.171428571,0,6,14,0,K6wdqcrzcYjMENnsf,,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
1,1,2,3,Gastein,15,0,2,0.133333333,0,15,6796,2.973883333,2,2,1,9,33,3,0,4,0.142857143,0,0.003565062,0.029732117,0,0,0,1,0.000891266,0.085714286,1,3,13,0,ybESK8LvSbW478KHy,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
0,1,2,1,Andorra,13,6,13,1,0,2.166666667,7805,2.995983333,2,1,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,WGfaZiuBprLSQ2v4M,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,Andorra,13,6,13,1,0,2.166666667,7805,3.016433333,2,1,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,zRRZpesQragusN7ov,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,3,Gastein,15,0,0,0,0,15,6796,3.03755,2,1,2,9,32,4,0,7,0.060606061,0.285714286,0.001636661,0.029584928,0,0,0,1,0.000891266,0.114285714,1,4,15,1,qK3mPfySSXESzK79D,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
1,1,2,3,Gastein,15,0,15,1,0,15,6796,3.04375,2,1,3,13,25,7,0,2,1,0,0,0.022372682,0,0,0,1,0.000891266,0.2,1,7,0,0,5jqHQsCFLZWLGnSXx,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,1,Andorra,13,6,0,0,0.666666667,2.166666667,7805,3.048,2,1,7,18,29,3,2,8,0,0.869565217,0.006235386,0.02525641,0.445355191,0.783653846,0.095628415,0.221518987,0.006885998,0.166666667,9,5,13,4,xLAYSY5EpWdbLmtJR,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0
0,1,2,1,Andorra,13,6,-2,-0.153846154,0,2.166666667,7805,3.148366667,2,1,3,13,0,0,0,0,0,0,0.003565062,0,0,0,0,0,0,1,0,0,15,0,Ft9nsk2PjEpyM2Jov,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1,1,2,3,Gastein,15,0,15,1,0,15,6796,3.157666667,2,1,3,13,35,2,0,4,1,0,0,0.031498381,0,0,0,1,0.001782531,0.057142857,2,2,0,0,BTLPe7wFC3ZC3Jz38,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,Andorra,13,6,13,1,0,2.166666667,7805,3.181083333,2,1,3,17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,wQjfH7zBqSkCJtt4L,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,3,Gastein,15,0,15,1,0,15,6796,3.19775,2,1,2,10,36,0,0,5,1,0,0,0.032970268,0,0,0,1,0.000891266,0,1,0,0,0,jRSCKWcLkT4Q694wu,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,Kitzbuel,16,3,2,0.125,0.666666667,5.333333333,7294,3.219733333,2,1,1,9,44,0,7,8,0,0.714285714,0.004091653,0.037707391,0.790441176,0.938864629,0.158088235,1,0.010577705,0,13,0,14,2,kuLjX39ubWqcsZASK,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0
1,1,2,1,Andorra,13,6,13,1,0,2.166666667,7805,3.240783333,2,1,7,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6shGNtegBNr7nfvnu,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,3,Gastein,15,0,15,1,0,15,6796,3.24155,2,1,1,17,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,vHNYzyvzdFN4tgWiM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,3,Gastein,15,0,3,0.2,0,15,6796,3.302633333,2,1,3,11,35,1,0,7,0.066666667,0.173913043,0.009353079,0.032970268,0,0,0,1,0.000891266,0.028571429,1,1,12,2,dyECdv9kFb7LJzPtf,,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1
1,1,2,3,Gastein,15,0,0,0,0,15,6796,3.305933333,2,1,2,9,37,0,0,6,0.028571429,0,0.006238859,0.033559023,0,0,0,1,0.001782531,0,2,0,15,0,wcJnQuYWEoCXJxfkr,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
0,1,2,2,Kitzbuel,16,3,16,1,0,5.333333333,7294,3.321733333,2,1,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,u4aJH3ovftNPPkcrd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,Kitzbuel,16,3,1,0.0625,0.666666667,5.333333333,7294,3.325033333,2,1,4,14,38,0,5,5,0.060606061,0.571428571,0.001636661,0.03153709,0.742647059,0.88209607,0.113970588,0.720930233,0.007323027,0,9,0,15,2,dfTjYKmsNcJwcQkvx,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0
1,1,2,3,Gastein,15,0,2,0.133333333,0,15,6796,3.348733333,2,1,4,13,36,0,0,6,0,0.260869565,0.007014809,0.032234324,0,0,0,1,0.002673797,0,3,0,13,3,4HEDey2rm4kBLfxfu,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0
0,1,2,2,Kitzbuel,16,3,13,0.8125,0,5.333333333,7294,3.3683,2,1,4,9,67,2,2,35,0,0,0.001558846,0.059509118,0.786764706,0.934497817,0.044117647,0.279069767,0.029292107,0.060606061,36,2,3,0,7M5Nxx6GLAdsaoWKa,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,3,Gastein,15,0,15,1,0,15,6796,3.376566667,2,1,1,20,32,3,0,2,1,0,0,0.028407418,0,0,0,1,0,0.085714286,0,3,0,0,MczutB6SX4KsjFS9S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,Andorra,13,6,13,1,0,2.166666667,7805,3.38015,2,1,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,eyqS2JLNLrayjTtKH,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,Andorra,13,6,0,0,0.666666667,2.166666667,7805,3.4152,2,1,3,0,0,0,0,0,0,0.869565217,0.010132502,0,0,0,0,0,0,1,0,0,13,4,FeeF8QJduQZjuiDWN,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1
1,1,2,3,Gastein,15,0,15,1,0,15,6796,3.415816667,2,1,4,14,32,4,0,4,1,0,0,0.02251987,0,0,0,1,0.000891266,0.114285714,1,4,0,0,72fhdq5aEr4J8nzao,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,2,Kitzbuel,16,3,16,1,0,5.333333333,7294,3.451633333,2,1,1,14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,dECG6TFHzHBfuQgWb,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,3,Gastein,15,0,2,0.133333333,0,15,6796,3.508333333,2,1,2,10,0,0,0,0,0,0.956521739,0.012470772,0,0,0,0,1,0,1,0,0,13,3,MnX7oc5ZihwSjuPse,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1
0,1,2,1,Andorra,13,6,13,1,0,2.166666667,7805,3.5403,2,1,4,9,39,0,6,9,1,0,0,0.031410256,0.568306011,1,0.101092896,0.234177215,0.007651109,0,10,0,0,0,Ebya6wPMtKQHqL6DC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,Kitzbuel,16,3,16,1,0,5.333333333,7294,3.61405,2,1,3,16,35,4,4,3,1,0,0,0.029343206,0.713235294,0.847161572,0.084558824,0.534883721,0.004882018,0.121212121,6,4,0,0,R8mHXQuEtXCGD2XbF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,Kitzbuel,16,3,0,0,0,5.333333333,7294,3.616866667,1,1,1,20,43,0,4,6,0,0,0.001636661,0.038941451,0.841911765,1,0.084558824,0.534883721,0.008136697,0,10,0,16,0,9RqNtmd6gbbxFo6Lp,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1,1,2,3,Gastein,15,0,0,0,0,15,6796,3.712433333,2,1,4,12,31,5,0,4,0.03030303,0.571428571,0.004091653,0.02929055,0,0,0,1,0.000891266,0.142857143,1,5,15,2,C2Hpy2mD8a69PYS7a,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0
